Prompt_Name,CVE_ID,CWE_ID,repo_url,commit_ID,file_name,patch-,patch+,line_num
PyVul4LLMSec_14,CVE-2022-4527,CWE-79,https://github.com/collective/collective.task,1aac7f83fa2c2b41d59ba02748912953461f3fac,src/collective/task/browser/table.py, return group.getProperty('title').decode('utf-8'), return escape(group.getProperty('title').decode('utf-8')),
PyVul4LLMSec_15,CVE-2022-4527,CWE-79,https://github.com/collective/collective.task,1aac7f83fa2c2b41d59ba02748912953461f3fac,src/collective/task/browser/table.py," return translate(PMF(state_title), context=self.request)"," return escape(translate(PMF(state_title), context=self.request))",
PyVul4LLMSec_16,CVE-2022-4495,CWE-79,https://github.com/collective/collective.dms.basecontent,6c4d616fcc771822a14ebae5e23f3f6d96d134bd,src/collective/dms/basecontent/browser/column.py,"principals.append(user.getProperty('fullname', None) or user.getId())","   principals.append(escape(user.getProperty('fullname', None)) or user.getId())",
PyVul4LLMSec_17,CVE-2022-4495,CWE-79,https://github.com/collective/collective.dms.basecontent,6c4d616fcc771822a14ebae5e23f3f6d96d134bd,src/collective/dms/basecontent/browser/column.py," principals.append(group.getProperty('title', None) or group.getId())"," principals.append(escape(group.getProperty('title', None)) or group.getId())",
PyVul4LLMSec_18,CVE-2022-4495,CWE-79,https://github.com/collective/collective.dms.basecontent,6c4d616fcc771822a14ebae5e23f3f6d96d134bd,src/collective/dms/basecontent/browser/column.py," if isinstance(title, unicode):
            return title
        else:
            return unicode(title, 'utf-8', 'ignore')", return escape(safe_unicode(title)),
PyVul4LLMSec_19,CVE-2022-46151,CWE-79,https://github.com/pinterest/querybook,88a7f10495bf5ed1a556ade51a2f2794e403c063,querybook/server/app/auth/oauth_auth.py," return f""<h1>Error: {request.args.get('error')}</h1>"""," return f""<h1>Error: { Markup.escape(request.args.get('error')) }</h1>""",
PyVul4LLMSec_20,CVE-2022-46151,CWE-79,https://github.com/pinterest/querybook,88a7f10495bf5ed1a556ade51a2f2794e403c063,querybook/server/app/auth/okta_auth.py,"  return f""<h1>Error: {request.args.get('error')}</h1>"""," return f""<h1>Error: { Markup.escape(request.args.get('error')) }</h1>""",
PyVul4LLMSec_21,CVE-2022-46147,CWE-79,https://github.com/openedx/xblock-drag-and-drop-v2,68887d1b4a44325d2de7573d450e41129ba98b1a,drag_and_drop_v2/drag_and_drop_v2.py,," item['displayName'] = sanitize_html(item.get('displayName', ''))",
PyVul4LLMSec_22,CVE-2022-46147,CWE-79,https://github.com/openedx/xblock-drag-and-drop-v2,68887d1b4a44325d2de7573d450e41129ba98b1a,drag_and_drop_v2/drag_and_drop_v2.py,"""display_name"": self.display_name,","""display_name"": sanitize_html(self.display_name),",
PyVul4LLMSec_23,CVE-2022-46147,CWE-79,https://github.com/openedx/xblock-drag-and-drop-v2,68887d1b4a44325d2de7573d450e41129ba98b1a,drag_and_drop_v2/drag_and_drop_v2.py," ""title"": self.display_name,","  ""title"": sanitize_html(self.display_name),",
PyVul4LLMSec_24,CVE-2022-46147,CWE-79,https://github.com/openedx/xblock-drag-and-drop-v2,68887d1b4a44325d2de7573d450e41129ba98b1a,drag_and_drop_v2/drag_and_drop_v2.py,"""problem_text"": self.question_text,","""problem_text"": sanitize_html(self.question_text),",
PyVul4LLMSec_25,CVE-2022-46147,CWE-79,https://github.com/openedx/xblock-drag-and-drop-v2,68887d1b4a44325d2de7573d450e41129ba98b1a,drag_and_drop_v2/drag_and_drop_v2.py,  answer['explanation'] = explanation,            answer['explanation'] = sanitize_html(explanation),
PyVul4LLMSec_26,CVE-2022-46147,CWE-79,https://github.com/openedx/xblock-drag-and-drop-v2,68887d1b4a44325d2de7573d450e41129ba98b1a,drag_and_drop_v2/drag_and_drop_v2.py,"    {""message"": msg.message, ""message_class"": msg.message_class}","  {""message"": sanitize_html(msg.message), ""message_class"": msg.message_class}",
PyVul4LLMSec_27,CVE-2022-46147,CWE-79,https://github.com/openedx/xblock-drag-and-drop-v2,68887d1b4a44325d2de7573d450e41129ba98b1a,drag_and_drop_v2/drag_and_drop_v2.py,"  return [migrator.apply_zone_migrations(zone) for zone in self.data.get('zones', [])]"," migrated_zones = []

        for zone in self.data.get('zones', []):
            result = migrator.apply_zone_migrations(zone)
            result['title'] = sanitize_html(result.get('title', ''))
            migrated_zones.append(result)

        return migrated_zones",
PyVul4LLMSec_28,CVE-2022-46147,CWE-79,https://github.com/openedx/xblock-drag-and-drop-v2,68887d1b4a44325d2de7573d450e41129ba98b1a,drag_and_drop_v2/utils.py," cleaner = Cleaner(tags=[], strip=True)","  cleaner = bleach.Cleaner(tags=[], strip=True)",
PyVul4LLMSec_29,CVE-2022-4105,CWE-79,https://github.com/kiwitcms/kiwi,a2b169ffdef1d7c1755bade8138578423b35011b,tcms/core/history.py,," # clean stored XSS
        if isinstance(old_value, str):
            old_value = bleach_input(old_value)
        if isinstance(new_value, str):
            new_value = bleach_input(new_value)",
PyVul4LLMSec_30,CVE-2022-41905,CWE-79,https://github.com/mar10/wsgidav,e9606ab0f42f4c1a6611bc3c52de299b0aba7726,wsgidav/dir_browser/_dir_browser.py, templateEnv = Environment(loader=templateLoader),"templateEnv = Environment(loader=templateLoader, autoescape=select_autoescape())",
PyVul4LLMSec_31,CVE-2022-39348,CWE-79,https://github.com/twisted/twisted,f49041bb67792506d85aeda9cf6157e92f8048f4,twisted/web/vhost.py,"return self.hosts.get(host, error.NoResource())"," return self.hosts.get(host, error.NoResource(""host %s not in vhost map"" % repr(host)))",
PyVul4LLMSec_32,CVE-2022-39348,CWE-79,https://github.com/twisted/twisted,f2f5e81c03f14e253e85fe457e646130780db40b,src/twisted/web/_auth/wrapper.py," return ErrorPage(500, None, None)"," return _UnsafeErrorPage(500, ""Internal Error"", """")",
PyVul4LLMSec_33,CVE-2022-39348,CWE-79,https://github.com/twisted/twisted,f2f5e81c03f14e253e85fe457e646130780db40b,src/twisted/web/_auth/wrapper.py," return ErrorPage(500, None, None)","   return _UnsafeErrorPage(500, ""Internal Error"", """")",
PyVul4LLMSec_34,CVE-2022-39348,CWE-79,https://github.com/twisted/twisted,f2f5e81c03f14e253e85fe457e646130780db40b,src/twisted/web/distrib.py,  resource.ErrorPage(,resource._UnsafeErrorPage(,
PyVul4LLMSec_35,CVE-2022-39348,CWE-79,https://github.com/twisted/twisted,f2f5e81c03f14e253e85fe457e646130780db40b,src/twisted/web/distrib.py, return resource.NoResource(),  return resource._UnsafeNoResource(),
PyVul4LLMSec_36,CVE-2022-39348,CWE-79,https://github.com/twisted/twisted,f2f5e81c03f14e253e85fe457e646130780db40b,src/twisted/web/resource.py,"return NoResource(""No such child resource."")", return _UnsafeNoResource(),
PyVul4LLMSec_37,CVE-2022-39348,CWE-79,https://github.com/twisted/twisted,f2f5e81c03f14e253e85fe457e646130780db40b,src/twisted/web/resource.py,"  ErrorPage.__init__(self, NOT_FOUND, ""No Such Resource"", message)"," _UnsafeErrorPage.__init__(self, NOT_FOUND, ""No Such Resource"", message)",
PyVul4LLMSec_38,CVE-2022-39348,CWE-79,https://github.com/twisted/twisted,f2f5e81c03f14e253e85fe457e646130780db40b,src/twisted/web/script.py,"  ""resource"": resource.ErrorPage(500, ""Whoops! Internal Error"", rpyNoResource),","        ""resource"": resource._UnsafeErrorPage(
            500, ""Whoops! Internal Error"", rpyNoResource
        ),",
PyVul4LLMSec_39,CVE-2022-39348,CWE-79,https://github.com/twisted/twisted,f2f5e81c03f14e253e85fe457e646130780db40b,src/twisted/web/script.py,   return resource.NoResource(),   return resource._UnsafeNoResource(),
PyVul4LLMSec_40,CVE-2022-39348,CWE-79,https://github.com/twisted/twisted,f2f5e81c03f14e253e85fe457e646130780db40b,src/twisted/web/script.py,  return resource.NoResource().render(request), return resource._UnsafeNoResource().render(request),
PyVul4LLMSec_41,CVE-2022-39348,CWE-79,https://github.com/twisted/twisted,f2f5e81c03f14e253e85fe457e646130780db40b,src/twisted/web/script.py,"     request.write(resource.NoResource(""File not found."").render(request))","   request.write(
                    resource._UnsafeNoResource(""File not found."").render(request)
                )",
PyVul4LLMSec_42,CVE-2022-39348,CWE-79,https://github.com/twisted/twisted,f2f5e81c03f14e253e85fe457e646130780db40b,src/twisted/web/server.py," epage = resource.ErrorPage(http.NOT_ALLOWED, ""Method Not Allowed"", s)","  epage = resource._UnsafeErrorPage(
                    http.NOT_IMPLEMENTED,
                    ""Huh?"",
                    ""I don't know how to treat a %s request.""",
PyVul4LLMSec_43,CVE-2022-39348,CWE-79,https://github.com/twisted/twisted,f2f5e81c03f14e253e85fe457e646130780db40b,src/twisted/web/server.py, epage = resource.ErrorPage(, epage = resource._UnsafeErrorPage(,
PyVul4LLMSec_44,CVE-2022-39348,CWE-79,https://github.com/twisted/twisted,f2f5e81c03f14e253e85fe457e646130780db40b,src/twisted/web/server.py,  body = resource.ErrorPage(,  body = resource._UnsafeErrorPage(,
PyVul4LLMSec_45,CVE-2022-39348,CWE-79,https://github.com/twisted/twisted,f2f5e81c03f14e253e85fe457e646130780db40b,src/twisted/web/distrib.py,  return resource.NoResource(), resource._UnsafeErrorPage(,
PyVul4LLMSec_46,CVE-2022-36080,CWE-79,https://github.com/Linbreux/wikmd,259412c47d64d5b85980f95345179fbf05927798,wiki.py,,          html = clean_html(html),
PyVul4LLMSec_47,CVE-2022-36080,CWE-79,https://github.com/Linbreux/wikmd,259412c47d64d5b85980f95345179fbf05927798,wiki.py,, html = clean_html(html),
PyVul4LLMSec_48,CVE-2022-2514,CWE-79,https://github.com/beancount/fava,ca9e3882c7b5fbf5273ba52340b9fea6a99f3711,src/fava/application.py,"        help_html=render_template_string(
            html,
            beancount_version=beancount_version,
            fava_version=fava_version,","help_html=Markup(
            render_template_string(
                html,
                beancount_version=beancount_version,
                fava_version=fava_version,
            )",
PyVul4LLMSec_49,CVE-2022-2514,CWE-79,https://github.com/beancount/fava,ca9e3882c7b5fbf5273ba52340b9fea6a99f3711,src/fava/core/file.py,"  yield get_entry_slice(entry)[0] + ""\n""","  yield Markup(get_entry_slice(entry)[0] + ""\n"")",
PyVul4LLMSec_50,CVE-2022-2514,CWE-79,https://github.com/beancount/fava,ca9e3882c7b5fbf5273ba52340b9fea6a99f3711,src/fava/core/file.py,"                    yield _format_entry(
                        entry,
                        self.ledger.fava_options.currency_column,
                        indent,"," yield Markup(
                        _format_entry(
                            entry,
                            self.ledger.fava_options.currency_column,
                            indent,
                        )",
PyVul4LLMSec_51,CVE-2022-2514,CWE-79,https://github.com/beancount/fava,ca9e3882c7b5fbf5273ba52340b9fea6a99f3711,src/fava/core/file.py, return message,   return Markup(message),
PyVul4LLMSec_52,CVE-2022-2514,CWE-79,https://github.com/beancount/fava,ca9e3882c7b5fbf5273ba52340b9fea6a99f3711,src/fava/core/file.py,"    url = flask.url_for(""account"", name=account)
    return (","   url = url_for(""account"", name=account)
return Markup(",
PyVul4LLMSec_53,CVE-2022-31136,CWE-79,https://github.com/bookwyrm-social/bookwyrm,fe33fdcf564a6a5667aef75d5456bea08feab50d,bookwyrm/models/fields.py,"        sanitizer = InputHtmlParser()
        sanitizer.feed(value)
        return sanitizer.get_output()",  return clean(value),
PyVul4LLMSec_54,CVE-2022-31136,CWE-79,https://github.com/bookwyrm-social/bookwyrm,fe33fdcf564a6a5667aef75d5456bea08feab50d,bookwyrm/status.py,"  parser = InputHtmlParser()
    parser.feed(content)
    content = parser.get_output()",content = sanitizer.clean(content),
PyVul4LLMSec_55,CVE-2022-31136,CWE-79,https://github.com/bookwyrm-social/bookwyrm,fe33fdcf564a6a5667aef75d5456bea08feab50d,bookwyrm/views/status.py,"    sanitizer = InputHtmlParser()
    sanitizer.feed(content)
    return sanitizer.get_output()",return sanitizer.clean(content),
PyVul4LLMSec_56,CVE-2022-1806,CWE-79,https://github.com/rtxteam/rtx,9bb109b0014f952f315c7b89e0f29a9ba84ee04c,code/autocomplete/server.py,"callback = self.get_argument(""callback"") #jsonp","    callback = sanitize_callback(self.get_argument(""callback""))",
PyVul4LLMSec_57,CVE-2022-1430,CWE-79,https://github.com/octoprint/octoprint,8087528e4a7ddd15c7d95ff662deb5ef7de90045,src/octoprint/server/views.py,"redirect_url = request.args.get(""redirect"", request.script_root + url_for(""index""))","    default_redirect_url = request.script_root + url_for(""index"")
    redirect_url = request.args.get(""redirect"", default_redirect_url)

    parsed = urlparse(redirect_url)  # check if redirect url is valid
    if parsed.scheme != """" or parsed.netloc != """":
        _logger.warning(
            f""Got an invalid redirect URL with the login attempt, misconfiguration or attack attempt: {redirect_url}""
        )
        redirect_url = default_redirect_url
",
PyVul4LLMSec_58,CVE-2022-24710,CWE-79,https://github.com/WeblateOrg/weblate,f6753a1a1c63fade6ad418fbda827c6750ab0bda,weblate/trans/forms.py,label = str(unit.translation.language),label = escape(unit.translation.language),
PyVul4LLMSec_59,CVE-2022-24710,CWE-79,https://github.com/WeblateOrg/weblate,22d577b1f1e88665a88b4569380148030e0f8389,weblate/trans/views/reports.py,result.append(language_format.format(name)),result.append(language_format.format(escape(name))),
PyVul4LLMSec_60,CVE-2022-24710,CWE-79,https://github.com/WeblateOrg/weblate,22d577b1f1e88665a88b4569380148030e0f8389,weblate/trans/views/reports.py," + ""\n"".join(translator_format.format(*t) for t in translators)"," ""\n"".join(
                translator_format.format(escape(t[0]), escape(t[1]), t[2])
                for t in translators
            )",
PyVul4LLMSec_61,CVE-2022-24710,CWE-79,https://github.com/WeblateOrg/weblate,22d577b1f1e88665a88b4569380148030e0f8389,weblate/trans/views/reports.py,"                  cell_name.format(item[""name""] or ""Anonymous""),
                    cell_name.format(item[""email""] or """"),","  cell_name.format(escape(item[""name""]) or ""Anonymous""),
                    cell_name.format(escape(item[""email""]) or """"),",
PyVul4LLMSec_62,CVE-2022-23603,CWE-79,https://github.com/bildsben/iTunesRPC-Remastered,54b02d9f3a94de94e4fb471908b8cf798e62e411,module/connect_to_server.py,  status = eval(str(status)), status = ast.literal_eval(str(status)),
PyVul4LLMSec_63,CVE-2022-23603,CWE-79,https://github.com/bildsben/iTunesRPC-Remastered,24f43aac0f4116b3d89fdbe973ba92c6cfb0d998,upload/server.py,"   return {""entry"": file_db_entry}","  return escape({""entry"": file_db_entry})",
PyVul4LLMSec_64,CVE-2022-23609,CWE-22,https://github.com/bildsben/iTunesRPC-Remastered,1eb1e5428f0926b2829a0bbbb65b0d946e608593,upload/server.py, remove(filename), remove(werkzeug.utils.secure_filename(filename)),
PyVul4LLMSec_65,CVE-2022-24900,CWE-22,https://github.com/onlaj/Piano-LED-Visualizer,3f10602323cd8184e1c69a76b815655597bf0ee5,webinterface/views_api.py,"   return send_file(""../Songs/"" + value, mimetype='application/x-csv', attachment_filename=value,","  return send_file(safe_join(""../Songs/"" + value), mimetype='application/x-csv', attachment_filename=value,
                             as_attachment=True)",
PyVul4LLMSec_66,CVE-2022-24900,CWE-22,https://github.com/onlaj/Piano-LED-Visualizer,3f10602323cd8184e1c69a76b815655597bf0ee5,webinterface/views_api.py,"         return send_file(""../Songs/"" + value.replace("".mid"", "".abc""), mimetype='application/x-csv',"," return send_file(safe_join(""../Songs/"", value.replace("".mid"", "".abc"")), mimetype='application/x-csv',
                             attachment_filename=value.replace("".mid"", "".abc""), as_attachment=True)",
PyVul4LLMSec_67,CVE-2022-24840,CWE-22,https://github.com/codingjoe/django-s3file,68ccd2c621a40eb66fdd6af2be9d5fcc9c373318,s3file/forms.py,"  upload_path = str(
        getattr(settings, ""S3FILE_UPLOAD_PATH"", pathlib.PurePosixPath(""tmp"", ""s3file""))","    upload_path = safe_join(
        str(storage.aws_location),
        str(
            getattr(
                settings, ""S3FILE_UPLOAD_PATH"", pathlib.PurePosixPath(""tmp"", ""s3file"")
            )
        ),",
PyVul4LLMSec_68,CVE-2022-31501,CWE-22,https://github.com/ChaoticOnyx/OnyxForum,f25543dfc62a9694d7e4f67eebfa45e3de916053,modules/hub/hub/views.py,"file_path = os.path.join(server.logs_path, path)"," file_path = safe_join(server.logs_path, path)",
PyVul4LLMSec_69,CVE-2022-31502,CWE-22,https://github.com/operatorequals/wormnest,2dfe96fc2570586ac487b399ac20d41b3c114861,app.py," abs_path = os.path.join(CONFIG['SRV_DIR'], req_path)"," abs_path = safe_join(CONFIG['SRV_DIR'], req_path)",
PyVul4LLMSec_70,CVE-2022-31506,CWE-22,https://github.com/cmusatyalab/opendiamond,398049c187ee644beabab44d6fece82251c1ea56,opendiamond/dataretriever/diamond_store.py," return os.path.join(DATAROOT, obj_path)"," return safe_join(DATAROOT, obj_path)",
PyVul4LLMSec_71,CVE-2022-31506,CWE-22,https://github.com/cmusatyalab/opendiamond,398049c187ee644beabab44d6fece82251c1ea56,opendiamond/dataretriever/diamond_store.py," return os.path.join(INDEXDIR, index)","    return safe_join(INDEXDIR, index)
",
PyVul4LLMSec_72,CVE-2022-31506,CWE-22,https://github.com/cmusatyalab/opendiamond,398049c187ee644beabab44d6fece82251c1ea56,opendiamond/dataretriever/mixer_store.py," return os.path.join(DATAROOT, obj_path)"," return safe_join(DATAROOT, obj_path)
",
PyVul4LLMSec_73,CVE-2022-31506,CWE-22,https://github.com/cmusatyalab/opendiamond,398049c187ee644beabab44d6fece82251c1ea56,opendiamond/dataretriever/mixer_store.py,"  return os.path.join(INDEXDIR, index)","  return safe_join(INDEXDIR, index)",
PyVul4LLMSec_74,CVE-2022-31506,CWE-22,https://github.com/cmusatyalab/opendiamond,398049c187ee644beabab44d6fece82251c1ea56,opendiamond/dataretriever/video_store.py,"return os.path.join(DATAROOT, obj_path)","    return safe_join(DATAROOT, obj_path)",
PyVul4LLMSec_75,CVE-2022-31506,CWE-22,https://github.com/cmusatyalab/opendiamond,398049c187ee644beabab44d6fece82251c1ea56,opendiamond/dataretriever/video_store.py," return os.path.join(INDEXDIR, index)","return safe_join(INDEXDIR, index)",
PyVul4LLMSec_76,CVE-2022-31507,CWE-22,https://github.com/ganga-devs/ganga,730e7aba192407d35eb37dd7938d49071124be8c,ganga/GangaGUI/gui/routes.py,"abs_path = os.path.join(job_base_dir, path)"," abs_path = safe_join(job_base_dir, path)",
PyVul4LLMSec_77,CVE-2022-31508,CWE-22,https://github.com/idayrus/evoting,241d92a4d68f524365a6322b5bbcfaa7d9abc8a3,app/helper/middleware.py,"filepath = path.join(app.config.get(""PRIVATE_DIR""), filename)","  filepath = safe_join(app.config.get(""PRIVATE_DIR""), filename)",
PyVul4LLMSec_78,CVE-2022-31549,CWE-22,https://github.com/olmax99/helm-flask-celery,28c985d712d7ac26893433e8035e2e3678fcae9f,webapiservice/flaskapi/core/app_setup.py," file_path = os.path.join(current_app.template_folder, path)","file_path = safe_join(current_app.template_folder, path)",
PyVul4LLMSec_79,CVE-2022-31564,CWE-22,https://github.com/woduq1414/munhak-moa,e8f800373b20cb22de70c7a994325b8903877da0,app.py,"  abs_file_path = os.path.join(script_dir, rel_path)"," abs_file_path = safe_join(script_dir, rel_path)",
PyVul4LLMSec_80,CVE-2022-35918,CWE-22,https://github.com/streamlit/streamlit,80d9979d5f4a00217743d607078a1d867fad8acf,lib/streamlit/components/v1/components.py," abspath = os.path.join(component_root, filename)","        abspath = os.path.realpath(os.path.join(component_root, filename))

        # Do NOT expose anything outside of the component root.
        if os.path.commonprefix([component_root, abspath]) != component_root:
            self.write(""""forbidden"""")
            self.set_status(403)
            return",
PyVul4LLMSec_81,CVE-2022-36081,CWE-22,https://github.com/Linbreux/wikmd,8d1f94ec86b5b6c3df8ef10051facfb511a78450,wiki.py,"for root, subfolder, files in os.walk(os.path.join(cfg.wiki_directory, folderpath)):","  safe_folder = cfg.wiki_directory
    requested_path = os.path.join(cfg.wiki_directory,folderpath) 
    print(requested_path)
    if os.path.commonprefix((os.path.realpath(requested_path),os.path.realpath(safe_folder))) != os.path.realpath(safe_folder): 
        return index()
    for root, subfolder, files in os.walk(requested_path):",
PyVul4LLMSec_82,CVE-2022-3389,CWE-22,https://github.com/ikus060/rdiffweb,323383d1db656f1b1291be529947bd943a6b0e99,rdiffweb/rdw_app.py,self.static = static(static_dir),   self.static = staticdir(static_dir),
PyVul4LLMSec_83,CVE-2022-3389,CWE-22,https://github.com/ikus060/rdiffweb,323383d1db656f1b1291be529947bd943a6b0e99,rdiffweb/rdw_app.py,  self.robots_txt = static(robots_txt),"self.robots_txt = staticfile(robots_txt)
",
PyVul4LLMSec_84,CVE-2022-3389,CWE-22,https://github.com/ikus060/rdiffweb,323383d1db656f1b1291be529947bd943a6b0e99,rdiffweb/rdw_app.py,     self.root.favicon_ico = static(self._favicon),self.root.favicon_ico = staticfile(self._favicon),
PyVul4LLMSec_85,CVE-2022-3389,CWE-22,https://github.com/ikus060/rdiffweb,323383d1db656f1b1291be529947bd943a6b0e99,rdiffweb/rdw_app.py,       self.root.header_logo = static(self._header_logo), self.root.header_logo = staticfile(self._header_logo),
PyVul4LLMSec_86,CVE-2022-23470,CWE-22,https://github.com/galaxyproject/galaxy,e5e6bda4f014f807ca77ee0cf6af777a55918346,lib/galaxy/web/framework/middleware/static.py," full = os.path.join(directory, filename)","full = self.normpath(os.path.join(directory, filename))
        if not full.startswith(directory):
            # Out of bounds
            return self.not_found(environ, start_response)",
PyVul4LLMSec_87,CVE-2022-44900,CWE-22,https://github.com/miurahr/py7zr,1bb43f17515c7f69673a1c88ab9cc72a7bbef406,py7zr/py7zr.py,"            # check f.filename has invalid directory traversals
            if path is None:
                # do following but is_relative_to introduced in py 3.9
                # so I replaced it with relative_to. when condition is not satisfied, raise ValueError
                # if not pathlib.Path(...).joinpath(remove_relative_path_marker(outname)).is_relative_to(...):
                #    raise Bad7zFile
                try:
                    pathlib.Path(os.getcwd()).joinpath(remove_relative_path_marker(outname)).relative_to(os.getcwd())
                except ValueError:
                    raise Bad7zFile
                outfilename = pathlib.Path(remove_relative_path_marker(outname))","            if path is None or path.is_absolute():
                outfilename = get_sanitized_output_path(outname, path)",
PyVul4LLMSec_88,CVE-2022-44900,CWE-22,https://github.com/miurahr/py7zr,1bb43f17515c7f69673a1c88ab9cc72a7bbef406,py7zr/py7zr.py,"outfilename = path.joinpath(remove_relative_path_marker(outname))
                try:
                    outfilename.relative_to(path)
                except ValueError:
                    raise Bad7zFile
            # When python on Windows and not python on Cygwin,
            # Add win32 file namespace to exceed microsoft windows
            # path length limitation to 260 bytes
            # ref.
            # https://docs.microsoft.com/en-us/windows/win32/fileio/naming-a-file
            # In editions of Windows before Windows 10 version 1607,
            # the maximum length for a path is MAX_PATH, which is defined as
            # 260 characters. In later versions of Windows, changing a registry key
            # or select option when python installation is required to remove the limit.
            if is_windows_native_python() and outfilename.is_absolute() and not is_windows_unc_path(outfilename):
                outfilename = pathlib.WindowsPath(""\\\\?\\"" + str(outfilename))","outfilename = get_sanitized_output_path(outname, pathlib.Path(os.getcwd()).joinpath(path))",
PyVul4LLMSec_89,CVE-2022-23530,CWE-22,https://github.com/DataDog/guarddog,37c7d0767ba28f4df46117d478f97652594c491c,guarddog/scanners/package_scanner.py,"  shutil.unpack_archive(zippath, unzippedpath)
        os.remove(zippath)","       if zippath.endswith('.tar.gz'):
            tarsafe.open(zippath).extractall(unzippedpath)
            os.remove(zippath)
        else:
            raise ValueError(""unsupported archive extension: "" + zippath)",
PyVul4LLMSec_90,CVE-2022-4572,CWE-22,https://github.com/jrspruitt/ubi_reader,d5d68e6b1b9f7070c29df5f67fc060f579ae9139,ubireader/ubifs/output.py,"  dent_path = os.path.join(path, dent_node.name)","    if not is_safe_path(path, dent_node.name):
        error(extract_dents, 'Warning', 'Path traversal attempt: %s, discarding' % (dent_node.name))
        return
    dent_path = os.path.realpath(os.path.join(path, dent_node.name))
",
PyVul4LLMSec_91,CVE-2023-25802,CWE-22,https://github.com/hap-wi/roxy-wi,0054f25da7cf8c7480452f48e39308b5e392dc67,app/modules/roxywi/logs.py,,if '..' in log_file: return 'error: nice try',
PyVul4LLMSec_92,CVE-2023-28458,CWE-22,https://github.com/pretalx/pretalx,60722c43cf975f319e94102e6bff320723776890,src/pretalx/agenda/management/commands/export_schedule_html.py,"
    path = Path(destination) / path.lstrip(""/"")","   path = (Path(destination) / path.lstrip(""/"")).resolve()
    if not Path(destination) in path.parents:
        raise CommandError(""Path traversal detected, aborting."")",
